# Constructed from biom file
#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
PWY-6121	14074.78576755326	15867.574946318315	15650.450855610457	15467.354651475789
PWY-6122	12998.527101053429	14551.665508456144	14335.484011999668	14170.973315108484
PWY-6123	10948.221629858424	12750.21538740422	12498.407700517937	12463.143341575402
PWY-6125	13278.830266587942	15432.882286329925	15353.189481548085	15393.91203284054
PWY-6126	14294.036097539429	16802.2490098847	16249.25217206847	16234.229793025686
PWY-6147	12149.683362271324	14331.181494452214	14274.067644256238	14123.159782630202
PWY-6151	12060.335614248064	13167.264598872373	14118.69814986905	14409.43022607088
PWY-6163	10842.3319586059	12813.050535872659	12464.690741365437	12684.659997236686
PWY-6182	92.14950935907872	1445.6516825998433	549.3159328117376	1523.1276635121208
PWY-6185	0.0	57.52182544198806	104.25542981497787	1031.732849108919
PWY-621	12395.481591415835	14638.941582318199	12930.136323862742	12465.677479106671
PWY-6210	0.0	0.11688081447717279	23.046839590874157	113.83003262763486
PWY-6263	70.50159265735304	0.0	3.413714594405267	20.81531620259671
PWY-6269	10585.49479842969	12377.571950824313	11959.524756112	11978.802039928984
PWY-6277	12998.527101053429	14551.665508456144	14335.484011999668	14170.973315108484
PWY-6282	22132.131427243912	25431.69807651497	25862.48160959794	25184.304335545443
PWY-6317	17292.659739418057	19044.47190367949	19420.736979578218	17940.63020321859
PWY-6339	0.0	0.23109336725995674	0.0	0.2499333467662215
PWY-6353	8263.958168354575	16042.015817830066	9424.626086067403	16049.250992667661
PWY-6383	0.0	0.0	3.667723106817642	0.0
PWY-6385	11776.85263595607	13791.221247381869	13360.476385423823	13545.919853815381
PWY-6386	11277.600017706962	13194.187140325386	12758.303518084607	12982.21044362674
PWY-6387	11845.235198095226	13796.274728452843	13391.388748109139	13673.67913716193
PWY-6396	1024.923043845506	1384.034627303176	1721.87407654958	2739.67302761282
PWY-6397	0.0	0.0	2.89026667647098	0.0
PWY-6467	10587.391081174532	12585.250428345662	12794.073831349288	12374.149904628326
PWY-6470	0.46691010403392263	0.0	27.25669699037116	0.0
